SMILES,IC50
NCCCC[C@@H]1NC(=O)CCSCc2cccc(CSC[C@H](NC(=O)[C@@H]3C[C@@H](CN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(F)(F)F)C(N)=O)c2,50.0
C[C@@H]1NC(=O)[C@H](CC(=O)NCCOc2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2)NC(C)=O,6550.0
C[C@@H]1NC(=O)[C@H](CCC(=O)NCCOc2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2)NC(C)=O,6550.0
C[C@@H]1NC(=O)[C@H](CCCCNC(=O)c2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4cc(F)ccc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2)NC(C)=O,6550.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3cc(F)ccc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)CCCCCNC(=O)c1ccc(C[C@H](NC2=O)C(N)=O)cc1,6550.0
C[C@@H]1NC(=O)[C@H](CCCNC(=O)c2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4cc(F)ccc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2)NC(C)=O,6550.0
C[C@H]1NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(CSC[C@H](NC(=O)[C@]3(C)CCCN3C1=O)C(N)=O)c2,6550.0
CC(=O)N[C@@H]1CCCNC(=O)c2ccc(CC(NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2,50.0
NCCCC[C@@H]1NC(=O)CCSCc2ccc(CS[C@H]3C[C@H](N(C3)C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2,550.0
NCCCC[C@@H]1NC(=O)CCSCc2cccc(CSC[C@H](NC(=O)[C@@H]3C[C@@H](CN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)c1ccccc1)C(N)=O)c2,550.0
C[C@@H]1NC(=O)CCCCc2ccc(CCCCNC(=O)C[C@H](NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(N)=O)cc2,6550.0
C[C@@H]1NC(=O)[C@H](CCc2cn(nn2)-c2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2)NC(C)=O,35500.0
C[C@@H]1NC(=O)[C@H](CCCCn2cc(CC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)nn2)NC(C)=O,550.0
C[C@@H]1NC(=O)[C@H](CCCn2cc(CCC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)nn2)NC(C)=O,6550.0
C[C@@H]1NC(=O)[C@H](Cc2cn(nn2)-c2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2)NC(C)=O,35500.0
CC(=O)N[C@@H]1Cc2cn(CCC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)nn2,6550.0
CC(=O)N[C@@H]1Cc2cn(CCCC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)nn2,550.0
C[C@@H]1NC(=O)[C@H](CCCc2cn(nn2)-c2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2)NC(C)=O,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)CCSCc3cc(F)cc(CSC[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)c3)cc1,6550.0
C[C@@H]1NC(=O)[C@H](CCc2cn(CCCC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)nn2)NC(C)=O,6550.0
NCCC[C@@H]1NC(=O)CCSCc2cccc(CSC[C@H](NC(=O)[C@@H]3CCCC3C(=O)[C@H](Cc3ccc(OCC4CCCCC4)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)c2,550.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@@H](CCCCNC(=O)c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)NC(C)=O)cc1,35500.0
C[C@@H]1NC(=O)[C@H](CCCc2cn(CCC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)nn2)NC(C)=O,6550.0
CO[C@H](C)[C@@H]1NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2cccc(CN)c2)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc2cccc(CSCCNC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(OC)cc3)NC1=O)c2,50.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)CCSCc3cccc(CSCCNC(=O)[C@]4(C)CCCN4C2=O)c3)C2CCCC2)cc1,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H](CCCC(O)=O)NC(=O)[C@@H]3C[C@H](N)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc3ccc(CSCCNC(=O)[C@]4(C)CCCN4C2=O)cc3)cc1,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H](NC(=O)[C@H](CCCC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3cccc(CN)c3)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc3cccc(CSCCNC(=O)[C@]4(C)CCCN4C2=O)c3)[C@@H](C)O)cc1,6550.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)NCc3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)NC(C)=O)cc1,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)NCCOc3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)NC(C)=O)cc1,50.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4cc(F)ccc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)CCCCCNC(=O)c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)cc1,35500.0
C[C@@H]1NC(=O)[C@H](CNC(=O)COc2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2)NC(C)=O,35500.0
C[C@@H]1NC(=O)[C@H](CCNC(=O)COc2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2)NC(C)=O,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCc3cn(nn3)-c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)NC(C)=O)cc1,35500.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@@H](CN)NC(=O)CCSCc1cccc(CSC[C@H](NC2=O)C(N)=O)c1,35500.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@@H](CCN)NC(=O)CCSCc1cccc(CSC[C@H](NC2=O)C(N)=O)c1,550.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@@H](CCCN)NC(=O)CCSCc1cccc(CSC[C@H](NC2=O)C(N)=O)c1,35500.0
Cc1cc2CSCCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](Cc3c[nH]c4ccc(F)cc34)C(=O)N[C@@H](Cc3c[nH]c4ccc(F)cc34)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc3c[nH]cn3)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N3CCC[C@@]3(C)C(=O)N[C@@H](CSCc(c1)c2)C(N)=O,6550.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cc(Cl)cc(CSC[C@H](NC2=O)C(N)=O)c1,50.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cc(O)cc(CSC[C@H](NC2=O)C(N)=O)c1,550.0
C[C@@]12CCCN1C(=O)[C@H](Cc1c[nH]c3ncccc13)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(CSC[C@H](NC2=O)C(N)=O)c1,550.0
C[C@H]1NC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(CSC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC1=O)C(C)(C)C(O)=O)C(N)=O)c2,550.0
COc1ccc(C[C@H]2NC(=O)[C@@H](Cc3c[nH]cn3)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](NC(=O)[C@@H](CCCCN)NC(=O)CCSCc3cccc(CSCCNC(=O)[C@@]4(C)CCCN4C2=O)c3)C(C)(C)C)cc1,50.0
CS[C@H]1C[C@@H]2N(C1)C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(CSC[C@H](NC2=O)C(N)=O)c1,550.0
C[C@@H]1NC(=O)[C@H](CCCNC(=O)COc2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2)NC(C)=O,550.0
CC(=O)N[C@H]1CCCCNC(=O)COc2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2,50.0
C[C@@H]1NC(=O)CCCC(=O)NCc2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2,50.0
NCCCC[C@@H]1NC(=O)CCSCc2cccc(CSC[C@H](NC(=O)[C@@H]3C[C@@H](CN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)Oc1ccccc1)C(N)=O)c2,550.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4cc(F)ccc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)CCc3cn(nn3)-c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)cc1,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4cc(F)ccc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)CCCc3cn(nn3)-c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)cc1,550.0
C[C@@H]1NC(=O)CCCCC(=O)NCc2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2,550.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCc3cn(nn3)-c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)NC(C)=O)cc1,50.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@@H](NC(=O)CCSCc1cccc(CSC[C@H](NC2=O)C(N)=O)c1)C1(O)CC1,550.0
CC(C)C[C@H]1NC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(CSC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC1=O)C(N)=O)c2,550.0
CC(C)(O)[C@@H]1NC(=O)CCSCc2cccc(CSC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)c2,550.0
CO[C@H](C)[C@@H]1NC(=O)CCSCc2cccc(CSC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)c2,35500.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCO)NC(=O)CCSCc1cccc(CSC[C@H](NC2=O)C(N)=O)c1,50.0
CO[C@@H](C)[C@@H]1NC(=O)CCSCc2cccc(CSC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)c2,50.0
CC[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(CSC[C@H](NC2=O)C(N)=O)c1,50.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)CCCCNC(=O)c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)cc1,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@@H](Cc3cn(nn3)-c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)NC(C)=O)cc1,6550.0
COc1ccc(C[C@@H]2NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3C[C@H](N)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc3ccc(CSCCNC(=O)[C@]4(C)CCCN4C2=O)cc3)cc1,50.0
C[C@H]1NC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(CSCCNC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)N(C)C(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC1=O)C(C)(C)C(O)=O)c2,550.0
COc1ccc(C[C@@H]2NC(=O)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3cccc(CN)c3)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc3cccc(CSCCNC(=O)[C@]4(C)CCCN4C2=O)c3)[C@@H](C)O)cc1,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H](NC(=O)[C@H](CCCCC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3ccc(CN)cc3)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc3cccc(CSCCNC(=O)[C@]4(C)CCCN4C2=O)c3)[C@@H](C)O)cc1,50.0
